Время[с],Напряжение[В]
1.0480,1.5549
1.0489,1.5623
1.0498,1.5623
1.0507,1.5586
1.0516,1.5586
1.0524,1.5586
1.0533,1.5586
1.0541,1.5586
1.0549,1.5586
1.0557,1.5586
1.0565,1.5549
1.0573,1.5586
1.0582,1.5586
1.0591,1.5586
1.0600,1.5623
1.0609,1.5549
1.0680,1.5549
1.0688,1.5586
1.0698,1.5623
1.0716,1.5586
1.0724,1.5586
1.0732,1.5549
1.0741,1.5549
1.0749,1.5623
1.0757,1.5586
1.0765,1.5623
1.0773,1.5586
1.0782,1.5623
1.0791,1.5623
1.0799,1.5586
1.0807,1.5623
1.0814,1.5549
1.0822,1.5586
1.0829,1.5586
1.0836,1.5623
1.0844,1.5586
1.0851,1.5549
1.0859,1.5623
1.0866,1.5586
1.0874,1.5586
1.0881,1.5549
1.0889,1.5586
1.0896,1.5549
1.0904,1.5586
1.0911,1.5586
1.0918,1.5623
1.0926,1.5549
1.0933,1.5623
1.0941,1.5586
1.0949,1.5623
1.0957,1.5623
1.0964,1.5586
1.0971,1.5586
1.0979,1.5586
1.0986,1.5586
1.0994,1.5623
1.1001,1.5586
1.1008,1.5586
1.1016,1.5623
1.1023,1.5623
1.1031,1.5623
1.1038,1.5586
1.1046,1.5549
1.1053,1.5623
1.1060,1.5549
1.1067,1.5623
1.1075,1.5623
1.1082,1.5623
1.1089,1.5586
1.1097,1.5512
1.1105,1.5586
1.1113,1.5623
1.1120,1.5623
1.1128,1.5586
1.1136,1.5586
1.1143,1.5623
1.1151,1.5623
1.1159,1.5586
1.1166,1.5623
1.1174,1.5623
1.1181,1.5623
1.1189,1.5586
1.1196,1.5586
1.1204,1.5586
1.1212,1.5623
1.1219,1.5549
1.1227,1.5623
1.1234,1.5512
1.1242,1.5586
1.1249,1.5549
1.1257,1.5586
1.1266,1.5586
1.1275,1.5549
1.1282,1.5623
1.1290,1.5586
1.1297,1.5549
1.1305,1.5623
1.1313,1.5512
1.1321,1.5549
1.1328,1.5623
1.1336,1.5512
1.1344,1.5623
1.1351,1.5549
1.1359,1.5623
1.1367,1.5623
1.1376,1.5586
1.1384,1.5586
1.1394,1.5549
1.1402,1.5586
1.1410,1.5623
1.1417,1.5549
1.1425,1.5586
1.1436,1.5549
1.1444,1.5549
1.1452,1.5586
1.1501,1.5623
1.1508,1.5586
1.1515,1.5549
1.1522,1.5549
1.1530,1.5549
1.1538,1.5586
1.1545,1.5586
1.1553,1.5623
1.1561,1.5549
1.1568,1.5586
1.1575,1.5623
1.1583,1.5549
1.1591,1.5623
1.1599,1.5549
1.1606,1.5586
1.1615,1.5512
1.1622,1.5623
1.1629,1.5586
1.1637,1.5549
1.1645,1.5549
1.1653,1.5586
1.1660,1.5586
1.1667,1.5586
1.1675,1.5512
1.1682,1.5549
1.1690,1.5586
1.1698,1.5623
1.1705,1.5623
1.1713,1.5623
1.1721,1.5586
1.1728,1.5549
1.1736,1.5586
1.1744,1.5586
1.1751,1.5549
1.1759,1.5623
1.1768,1.5623
1.1777,1.5623
1.1785,1.5586
1.1793,1.5623
1.1801,1.5586
1.1809,1.5586
1.1817,1.5623
1.1826,1.5586
1.1835,1.5623
1.1844,1.5623
1.1853,1.5549
1.1862,1.5623
1.1870,1.5623
1.1879,1.5549
1.1887,1.5623
1.1894,1.5623
1.1903,1.5623
1.1911,1.5586
1.1919,1.5549
1.1928,1.5586
1.1937,1.5586
1.1945,1.5623
1.1973,1.5586
1.1981,1.5586
1.1990,1.5623
1.2005,1.5623
1.2014,1.5623
1.2022,1.5623
1.2030,1.5549
1.2038,1.5623
1.2045,1.5623
1.2053,1.5512
1.2061,1.5586
1.2068,1.5586
1.2075,1.5549
1.2083,1.5586
1.2091,1.5586
1.2099,1.5623
1.2107,1.5623
1.2115,1.5512
1.2122,1.5623
1.2130,1.5623
1.2138,1.5623
1.2146,1.5586
1.2154,1.5623
1.2161,1.5586
1.2169,1.5586
1.2176,1.5586
1.2183,1.5623
1.2191,1.5586
1.2199,1.5623
1.2206,1.5586
1.2214,1.5586
1.2222,1.5586
1.2229,1.5623
1.2237,1.5549
1.2244,1.5586
1.2252,1.5586
1.2260,1.5586
1.2268,1.5586
1.2276,1.5549
1.2283,1.5549
1.2291,1.5586
1.2298,1.5623
1.2306,1.5623
1.2313,1.5586
1.2321,1.5586
1.2328,1.5586
1.2336,1.5549
1.2343,1.5623
1.2351,1.5586
1.2359,1.5586
1.2366,1.5586
1.2374,1.5586
1.2381,1.5586
1.2388,1.5512
1.2396,1.5623
1.2403,1.5549
1.2411,1.5512
1.2418,1.5549
1.2425,1.5586
1.2435,1.5586
1.2443,1.5586
1.2451,1.5549
1.2458,1.5586
1.2466,1.5586
1.2473,1.5586
1.2481,1.5586
1.2489,1.5512
1.2497,1.5623
1.2505,1.5586
1.2513,1.5586
1.2521,1.5549
1.2528,1.5549
1.2536,1.5549
1.2544,1.5549
1.2551,1.5586
1.2559,1.5512
1.2566,1.5623
1.2574,1.5586
1.2581,1.5586
1.2589,1.5586
1.2597,1.5549
1.2605,1.5586
1.2614,1.5586
1.2622,1.5512
1.2630,1.5549
1.2638,1.5512
1.2647,1.5586
1.2655,1.5586
1.2663,1.5586
1.2671,1.5586
1.2679,1.5586
1.2687,1.5586
1.2695,1.5623
1.2703,1.5586
1.2712,1.5586
1.2720,1.5586
1.2728,1.5586
1.2736,1.5586
1.2744,1.5549
1.2753,1.5549
1.2762,1.5586
1.2770,1.5549
1.2779,1.5586
1.2787,1.5623
1.2796,1.5623
1.2806,1.5512
1.2817,1.5586
1.2826,1.5586
1.2835,1.5623
1.2844,1.5586
1.2852,1.5586
1.2862,1.5549
1.2904,1.5586
1.2911,1.5586
1.2918,1.5586
1.2925,1.5623
1.2932,1.5586
1.2940,1.5586
1.2948,1.5586
1.2955,1.5623
1.2963,1.5549
1.2970,1.5586
1.2978,1.5586
1.2986,1.5623
1.2993,1.5623
1.3001,1.5623
1.3009,1.5549
1.3016,1.5512
1.3024,1.5586
1.3031,1.5586
1.3038,1.5549
1.3046,1.5586
1.3053,1.5549
1.3060,1.5549
1.3068,1.5586
1.3076,1.5586
1.3084,1.5586
1.3092,1.5512
1.3099,1.5586
1.3107,1.5549
1.3115,1.5512
1.3122,1.5586
1.3130,1.5586
1.3138,1.5623
1.3145,1.5586
1.3153,1.5623
1.3160,1.5586
1.3167,1.5586
1.3175,1.5549
1.3185,1.5623
1.3193,1.5586
1.3202,1.5586
1.3211,1.5586
1.3219,1.5586
1.3227,1.5586
1.3235,1.5549
1.3244,1.5512
1.3253,1.5586
1.3262,1.5623
1.3270,1.5586
1.3278,1.5586
1.3286,1.5623
1.3294,1.5586
1.3301,1.5623
1.3309,1.5549
1.3316,1.5586
1.3323,1.5623
1.3331,1.5586
1.3339,1.5586
1.3347,1.5549
1.3374,1.5623
1.3381,1.5549
1.3399,1.5586
1.3409,1.5586
1.3417,1.5623
1.3425,1.5586
1.3432,1.5586
1.3440,1.5623
1.3447,1.5586
1.3455,1.5549
1.3462,1.5623
1.3469,1.5586
1.3477,1.5623
1.3484,1.5512
1.3491,1.5586
1.3498,1.5549
1.3506,1.5586
1.3513,1.5586
1.3521,1.5512
1.3529,1.5586
1.3536,1.5586
1.3545,1.5549
1.3553,1.5512
1.3561,1.5623
1.3569,1.5623
1.3577,1.5623
1.3586,1.5623
1.3594,1.5586
1.3603,1.5586
1.3611,1.5623
1.3619,1.5586
1.3628,1.5586
1.3636,1.5586
1.3644,1.5623
1.3652,1.5586
1.3660,1.5623
1.3669,1.5549
1.3677,1.5512
1.3685,1.5586
1.3694,1.5512
1.3702,1.5586
1.3710,1.5623
1.3719,1.5512
1.3727,1.5512
1.3736,1.5586
1.3745,1.5586
1.3753,1.5586
1.3762,1.5623
1.3771,1.5586
1.3779,1.5623
1.3787,1.5623
1.3796,1.5586
1.3803,1.5586
1.3811,1.5586
1.3819,1.5623
1.3826,1.5623
1.3834,1.5623
1.3841,1.5623
1.3848,1.5586
1.3855,1.5549
1.3863,1.5586
1.3870,1.5586
1.3878,1.5586
1.3885,1.5586
1.3892,1.5549
1.3900,1.5586
1.3908,1.5586
1.3916,1.5549
1.3924,1.5586
1.3932,1.5586
1.3941,1.5586
1.3949,1.5586
1.3957,1.5623
1.3965,1.5623
1.3974,1.5549
1.3982,1.5623
1.3990,1.5623
1.3998,1.5586
1.4006,1.5623
1.4015,1.5586
1.4023,1.5512
1.4031,1.5549
1.4039,1.5586
1.4047,1.5623
1.4055,1.5586
1.4063,1.5549
1.4071,1.5586
1.4079,1.5623
1.4086,1.5623
1.4094,1.5586
1.4101,1.5586
1.4109,1.5586
1.4117,1.5586
1.4124,1.5586
1.4132,1.5623
1.4139,1.5586
1.4147,1.5586
1.4155,1.5623
1.4162,1.5623
1.4169,1.5586
1.4177,1.5623
1.4184,1.5586
1.4191,1.5549
1.4199,1.5586
1.4206,1.5586
1.4214,1.5549
1.4222,1.5549
1.4230,1.5623
1.4238,1.5586
1.4245,1.5549
1.4253,1.5623
1.4261,1.5623
1.4269,1.5549
1.4277,1.5586
1.4285,1.5586
1.4293,1.5586
1.4301,1.5586
1.4309,1.5586
1.4317,1.5549
1.4326,1.5586
1.4334,1.5586
1.4341,1.5512
1.4349,1.5623
1.4357,1.5586
1.4365,1.5623
1.4373,1.5623
1.4380,1.5549
1.4388,1.5586
1.4395,1.5586
1.4403,1.5623
1.4411,1.5549
1.4418,1.5512
1.4426,1.5586
1.4434,1.5586
1.4442,1.5586
1.4449,1.5512
1.4457,1.5586
1.4464,1.5623
1.4472,1.5586
1.4479,1.5623
1.4487,1.5586
1.4494,1.5586
1.4502,1.5623
1.4509,1.5512
1.4517,1.5549
1.4524,1.5586
1.4532,1.5623
1.4539,1.5623
1.4546,1.5586
1.4554,1.5512
1.4561,1.5586
1.4568,1.5549
1.4575,1.5623
1.4583,1.5586
1.4590,1.5623
1.4597,1.5586
1.4605,1.5623
1.4613,1.5586
1.4621,1.5512
1.4628,1.5586
1.4636,1.5586
1.4644,1.5586
1.4652,1.5549
1.4659,1.5623
1.4667,1.5586
1.4675,1.5623
1.4682,1.5623
1.4690,1.5586
1.4698,1.5623
1.4705,1.5475
1.4713,1.5623
1.4721,1.5586
1.4729,1.5549
1.4737,1.5549
1.4744,1.5586
1.4752,1.5512
1.4760,1.5623
1.4768,1.5623
1.4776,1.5512
1.4784,1.5586
1.4792,1.5549
1.4799,1.5586
1.4807,1.5586
1.4814,1.5512
1.4822,1.5512
1.4829,1.5586
1.4837,1.5586
1.4844,1.5623
1.4851,1.5512
1.4859,1.5623
1.4866,1.5549
1.4874,1.5586
1.4881,1.5623
1.4889,1.5586
1.4896,1.5623
1.4904,1.5586
1.4911,1.5586
1.4919,1.5586
1.4927,1.5586
1.4935,1.5586
1.4943,1.5623
1.4951,1.5549
1.4959,1.5586
1.4967,1.5512
1.4975,1.5549
1.4983,1.5623
1.4991,1.5549
1.4999,1.5586
1.5007,1.5586
1.5015,1.5512
1.5022,1.5549
1.5030,1.5623
1.5038,1.5586
1.5045,1.5512
1.5053,1.5586
1.5061,1.5586
1.5068,1.5549
1.5077,1.5623
1.5084,1.5623
1.5092,1.5512
1.5101,1.5512
1.5109,1.5586
1.5117,1.5549
1.5125,1.5623
1.5133,1.5512
1.5140,1.5586
1.5148,1.5586
1.5155,1.5512
1.5163,1.5586
1.5170,1.5549
1.5178,1.5586
1.5185,1.5549
1.5193,1.5586
1.5200,1.5512
1.5209,1.5586
1.5216,1.5549
1.5225,1.5623
1.5233,1.5586
1.5241,1.5586
1.5249,1.5586
1.5256,1.5623
1.5263,1.5586
1.5269,1.5623
1.5276,1.5549
1.5283,1.5623
1.5290,1.5586
1.5297,1.5586
1.5304,1.5586
1.5310,1.5549
1.5318,1.5549
1.5325,1.5512
1.5333,1.5586
1.5341,1.5512
1.5348,1.5512
1.5356,1.5623
1.5363,1.5586
1.5371,1.5586
1.5379,1.5586
1.5386,1.5549
1.5395,1.5586
1.5402,1.5586
1.5410,1.5623
1.5418,1.5549
1.5427,1.5623
1.5435,1.5586
1.5442,1.5623
1.5450,1.5623
1.5458,1.5586
1.5466,1.5586
1.5473,1.5586
1.5482,1.5586
1.5489,1.5586
1.5497,1.5586
1.5505,1.5586
1.5512,1.5623
1.5520,1.5512
1.5528,1.5586
1.5536,1.5586
1.5544,1.5623
1.5552,1.5586
1.5560,1.5623
1.5568,1.5549
1.5576,1.5549
1.5584,1.5586
1.5592,1.5512
1.5600,1.5586
1.5609,1.5586
1.5616,1.5623
1.5623,1.5586
1.5631,1.5586
1.5638,1.5586
1.5645,1.5623
1.5653,1.5549
1.5661,1.5586
1.5668,1.5586
1.5676,1.5623
1.5684,1.5586
1.5692,1.5586
1.5700,1.5586
1.5708,1.5512
1.5716,1.5623
1.5723,1.5623
1.5731,1.5586
1.5739,1.5586
1.5746,1.5586
1.5754,1.5586
1.5762,1.5549
1.5770,1.5512
1.5778,1.5586
1.5787,1.5660
1.5797,1.5586
1.5806,1.5512
1.5814,1.5586
1.5821,1.5586
1.5829,1.5586
1.5836,1.5586
1.5844,1.5586
1.5852,1.5586
1.5859,1.5586
1.5867,1.5586
1.5875,1.5623
1.5882,1.5623
1.5890,1.5586
1.5898,1.5586
1.5906,1.5512
1.5915,1.5586
1.5924,1.5586
1.5932,1.5549
1.5941,1.5549
1.5949,1.5512
1.5958,1.5549
1.5967,1.5549
1.5976,1.5623
1.5985,1.5623
1.5994,1.5586
1.6002,1.5512
1.6011,1.5586
1.6019,1.5512
1.6027,1.5586
1.6036,1.5549
1.6044,1.5623
1.6053,1.5586
1.6062,1.5549
1.6071,1.5586
1.6101,1.5512
1.6110,1.5586
1.6132,1.5586
1.6141,1.5586
1.6149,1.5586
1.6157,1.5586
1.6165,1.5586
1.6173,1.5623
1.6181,1.5586
1.6189,1.5586
1.6196,1.5586
1.6204,1.5586
1.6211,1.5586
1.6218,1.5586
1.6225,1.5586
1.6232,1.5549
1.6239,1.5512
1.6246,1.5549
1.6254,1.5586
1.6261,1.5623
1.6269,1.5549
1.6276,1.5586
1.6284,1.5512
1.6293,1.5623
1.6301,1.5586
1.6309,1.5586
1.6317,1.5623
1.6325,1.5586
1.6333,1.5586
1.6341,1.5586
1.6349,1.5512
1.6357,1.5586
1.6365,1.5586
1.6373,1.5512
1.6381,1.5586
1.6389,1.5586
1.6397,1.5512
1.6406,1.5586
1.6414,1.5586
1.6423,1.5623
1.6431,1.5623
1.6440,1.5586
1.6448,1.5512
1.6458,1.5623
1.6467,1.5549
1.6475,1.5623
1.6483,1.5549
1.6491,1.5586
1.6499,1.5512
1.6508,1.5586
1.6516,1.5586
1.6524,1.5549
1.6532,1.5549
1.6540,1.5512
1.6548,1.5586
1.6556,1.5586
1.6564,1.5586
1.6572,1.5512
1.6580,1.5586
1.6588,1.5623
1.6597,1.5586
1.6605,1.5512
1.6614,1.5623
1.6622,1.5586
1.6629,1.5512
1.6637,1.5549
1.6646,1.5586
1.6654,1.5549
1.6662,1.5623
1.6670,1.5586
1.6678,1.5586
1.6686,1.5549
1.6693,1.5623
1.6701,1.5512
1.6713,1.5623
1.6721,1.5586
1.6729,1.5549
1.6737,1.5586
1.6744,1.5586
1.6752,1.5586
1.6760,1.5549
1.6768,1.5586
1.6776,1.5586
1.6784,1.5586
1.6792,1.5512
1.6800,1.5586
1.6808,1.5623
1.6817,1.5549
1.6825,1.5623
1.6833,1.5586
1.6841,1.5586
1.6849,1.5586
1.6858,1.5549
1.6866,1.5549
1.6874,1.5549
1.6882,1.5549
1.6890,1.5586
1.6898,1.5586
1.6906,1.5586
1.6914,1.5623
1.6921,1.5586
1.6929,1.5623
1.6938,1.5586
1.6946,1.5549
1.6954,1.5623
1.6962,1.5512
1.6970,1.5586
1.6978,1.5586
1.6986,1.5586
1.6994,1.5586
1.7002,1.5623
1.7010,1.5586
1.7018,1.5549
1.7027,1.5549
1.7035,1.5623
1.7043,1.5586
1.7051,1.5512
1.7058,1.5623
1.7066,1.5586
1.7074,1.5549
1.7082,1.5623
1.7091,1.5623
1.7099,1.5549
1.7108,1.5586
1.7116,1.5586
1.7125,1.5623
1.7133,1.5549
1.7142,1.5586
1.7151,1.5586
1.7162,1.5586
1.7172,1.5586
1.7181,1.5586
1.7189,1.5512
1.7198,1.5549
1.7207,1.5549
1.7215,1.5623
1.7224,1.5549
1.7232,1.5549
1.7241,1.5586
1.7249,1.5512
1.7258,1.5586
1.7266,1.5623
1.7275,1.5623
1.7284,1.5586
1.7293,1.5549
1.7303,1.5586
1.7312,1.5549
1.7320,1.5586
1.7327,1.5549
1.7335,1.5586
1.7342,1.5512
1.7350,1.5586
1.7357,1.5623
1.7363,1.5586
1.7370,1.5623
1.7377,1.5586
1.7384,1.5586
1.7391,1.5549
1.7398,1.5623
1.7405,1.5549
1.7412,1.5586
1.7420,1.5586
1.7427,1.5623
1.7435,1.5586
1.7442,1.5512
1.7449,1.5586
1.7456,1.5586
1.7463,1.5549
1.7471,1.5512
1.7478,1.5623
1.7485,1.5586
1.7493,1.5586
1.7500,1.5586
1.7508,1.5623
1.7516,1.5586
1.7523,1.5586
1.7531,1.5549
1.7539,1.5512
1.7547,1.5549
1.7554,1.5512
1.7562,1.5512
1.7571,1.5586
1.7579,1.5586
1.7587,1.5549
1.7595,1.5586
1.7602,1.5549
1.7609,1.5586
1.7617,1.5586
1.7625,1.5512
1.7632,1.5586
1.7640,1.5623
1.7647,1.5623
1.7655,1.5586
1.7663,1.5549
1.7671,1.5586
1.7679,1.5512
1.7687,1.5623
1.7695,1.5586
1.7702,1.5586
1.7710,1.5586
1.7718,1.5512
1.7728,1.5623
1.7738,1.5549
1.7747,1.5549
1.7755,1.5586
1.7764,1.5586
1.7772,1.5623
1.7781,1.5586
1.7791,1.5586
1.7801,1.5549
1.7811,1.5586
1.7819,1.5586
1.7829,1.5586
1.7837,1.5586
1.7846,1.5586
1.7854,1.5586
1.7863,1.5586
1.7872,1.5512
1.7881,1.5512
1.7889,1.5512
1.7897,1.5549
1.7905,1.5512
1.7914,1.5549
1.7922,1.5586
1.7931,1.5586
1.7939,1.5586
1.7947,1.5623
1.7956,1.5586
1.7967,1.5623
1.7976,1.5512
1.7984,1.5512
1.7992,1.5512
1.8001,1.5623
1.8009,1.5623
1.8017,1.5586
1.8030,1.5586
1.8042,1.5586
1.8052,1.5623
1.8060,1.5586
1.8069,1.5586
1.8080,1.5586
1.8090,1.5586
1.8099,1.5549
1.8108,1.5623
1.8116,1.5623
1.8125,1.5586
1.8134,1.5586
1.8142,1.5586
1.8150,1.5586
1.8159,1.5512
1.8167,1.5586
1.8176,1.5586
1.8184,1.5586
1.8192,1.5623
1.8200,1.5586
1.8208,1.5623
1.8216,1.5586
1.8225,1.5586
1.8233,1.5586
1.8241,1.5623
1.8250,1.5586
1.8257,1.5586
1.8265,1.5586
1.8273,1.5586
1.8281,1.5512
1.8289,1.5586
1.8297,1.5623
1.8305,1.5623
1.8314,1.5623
1.8321,1.5512
1.8329,1.5586
1.8337,1.5586
1.8345,1.5586
1.8353,1.5623
1.8361,1.5549
1.8370,1.5512
1.8377,1.5623
1.8385,1.5512
1.8393,1.5586
1.8401,1.5586
1.8409,1.5512
1.8418,1.5549
1.8426,1.5623
1.8434,1.5586
1.8442,1.5586
1.8450,1.5586
1.8458,1.5586
1.8466,1.5549
1.8474,1.5549
1.8483,1.5586
1.8490,1.5586
1.8498,1.5586
1.8507,1.5586
1.8515,1.5586
1.8523,1.5623
1.8531,1.5623
1.8539,1.5623
1.8547,1.5586
1.8556,1.5586
1.8565,1.5586
1.8573,1.5549
1.8581,1.5512
1.8589,1.5586
1.8598,1.5586
1.8606,1.5512
1.8614,1.5586
1.8622,1.5623
1.8631,1.5512
1.8639,1.5512
1.8647,1.5586
1.8655,1.5586
1.8663,1.5586
1.8671,1.5623
1.8679,1.5586
1.8687,1.5623
1.8695,1.5512
1.8703,1.5623
1.8712,1.5586
1.8720,1.5623
1.8728,1.5512
1.8736,1.5586
1.8744,1.5512
1.8752,1.5549
1.8761,1.5512
1.8769,1.5623
1.8777,1.5586
1.8786,1.5586
1.8794,1.5549
1.8801,1.5623
1.8810,1.5623
1.8819,1.5623
1.8827,1.5549
1.8835,1.5549
1.8844,1.5549
1.8853,1.5586
1.8861,1.5512
1.8871,1.5586
1.8881,1.5586
1.8889,1.5512
1.8897,1.5512
1.8906,1.5586
1.8914,1.5586
1.8922,1.5586
1.8930,1.5586
1.8939,1.5623
1.8947,1.5512
1.8955,1.5586
1.8963,1.5586
1.8971,1.5549
1.8979,1.5586
1.8987,1.5512
1.8995,1.5512
1.9003,1.5586
1.9011,1.5586
1.9019,1.5623
1.9027,1.5586
1.9035,1.5512
1.9043,1.5549
1.9051,1.5586
1.9059,1.5549
1.9067,1.5586
1.9075,1.5586
1.9083,1.5512
1.9092,1.5586
1.9100,1.5549
1.9108,1.5512
1.9116,1.5586
1.9124,1.5586
1.9132,1.5549
1.9140,1.5623
1.9148,1.5586
1.9156,1.5586
1.9164,1.5586
1.9172,1.5586
1.9180,1.5512
1.9188,1.5586
1.9196,1.5512
1.9204,1.5512
1.9212,1.5586
1.9220,1.5549
1.9228,1.5586
1.9236,1.5586
1.9244,1.5586
1.9252,1.5586
1.9260,1.5512
1.9268,1.5512
1.9276,1.5623
1.9284,1.5586
1.9293,1.5586
1.9301,1.5623
1.9309,1.5586
1.9317,1.5586
1.9325,1.5512
1.9333,1.5623
1.9341,1.5586
1.9349,1.5549
1.9357,1.5586
1.9365,1.5586
1.9373,1.5549
1.9381,1.5586
1.9390,1.5586
1.9398,1.5586
1.9406,1.5586
1.9414,1.5586
1.9422,1.5586
1.9430,1.5586
1.9439,1.5586
1.9447,1.5623
1.9455,1.5549
1.9463,1.5586
1.9471,1.5549
1.9479,1.5586
1.9488,1.5586
1.9496,1.5586
1.9504,1.5475
1.9512,1.5586
1.9520,1.5549
1.9528,1.5512
1.9536,1.5512
1.9544,1.5623
1.9552,1.5623
1.9560,1.5623
1.9568,1.5512
1.9577,1.5512
1.9585,1.5549
1.9593,1.5623
1.9601,1.5549
1.9609,1.5586
1.9617,1.5586
1.9625,1.5549
1.9633,1.5586
1.9642,1.5586
1.9650,1.5549
1.9658,1.5623
1.9666,1.5586
1.9674,1.5512
1.9682,1.5586
1.9691,1.5512
1.9699,1.5586
1.9707,1.5623
1.9716,1.5586
1.9724,1.5512
1.9733,1.5586
1.9741,1.5512
1.9749,1.5512
1.9757,1.5512
1.9765,1.5586
1.9774,1.5586
1.9782,1.5549
1.9791,1.5512
1.9800,1.5549
1.9808,1.5512
1.9816,1.5549
1.9824,1.5512
1.9833,1.5623
1.9841,1.5623
1.9850,1.5586
1.9858,1.5586
1.9868,1.5586
1.9877,1.5586
1.9886,1.5549
1.9894,1.5512
1.9903,1.5586
1.9912,1.5512
1.9920,1.5586
1.9928,1.5623
1.9936,1.5549
1.9944,1.5549
1.9952,1.5586
1.9959,1.5586
1.9967,1.5623
1.9974,1.5623
1.9982,1.5623
1.9990,1.5586
1.9998,1.5586
2.0005,1.5586
2.0014,1.5586
2.0021,1.5512
2.0029,1.5549
2.0036,1.5549
2.0043,1.5549
2.0050,1.5586
2.0058,1.5586
2.0065,1.5623
2.0072,1.5549
2.0078,1.5586
2.0085,1.5623
2.0092,1.5586
2.0100,1.5512
2.0107,1.5549
2.0116,1.5586
2.0124,1.5586
2.0132,1.5586
2.0140,1.5549
2.0148,1.5623
2.0156,1.5586
2.0163,1.5586
2.0171,1.5586
2.0180,1.5586
2.0188,1.5586
2.0196,1.5586
2.0204,1.5512
2.0212,1.5586
2.0219,1.5623
2.0228,1.5512
2.0236,1.5586
2.0244,1.5623
2.0251,1.5512
2.0259,1.5586
2.0267,1.5623
2.0275,1.5623
2.0283,1.5586
2.0291,1.5549
2.0299,1.5586
2.0307,1.5586
2.0315,1.5623
2.0323,1.5586
2.0331,1.5623
2.0339,1.5623
2.0347,1.5586
2.0355,1.5512
2.0364,1.5549
2.0374,1.5475
2.0383,1.5586
2.0392,1.5512
2.0400,1.5586
2.0409,1.5586
2.0419,1.5586
2.0430,1.5586
2.0439,1.5586
2.0447,1.5586
2.0455,1.5512
2.0463,1.5586
2.0473,1.5586
2.0484,1.5549
2.0496,1.5586
2.0505,1.5549
2.0513,1.5586
2.0524,1.5586
2.0532,1.5586
2.0540,1.5512
2.0548,1.5623
2.0556,1.5549
2.0564,1.5549
2.0572,1.5586
2.0581,1.5623
2.0589,1.5512
2.0597,1.5549
2.0606,1.5623
2.0615,1.5549
2.0623,1.5586
2.0631,1.5586
2.0639,1.5586
2.0647,1.5586
2.0655,1.5586
2.0664,1.5623
2.0672,1.5549
2.0680,1.5512
2.0688,1.5586
2.0697,1.5586
2.0705,1.5512
2.0713,1.5512
2.0721,1.5549
2.0729,1.5512
2.0737,1.5512
2.0746,1.5623
2.0754,1.5512
2.0762,1.5586
2.0771,1.5586
2.0779,1.5549
2.0787,1.5586
2.0795,1.5549
2.0803,1.5549
2.0811,1.5512
2.0820,1.5512
2.0828,1.5586
2.0836,1.5586
2.0844,1.5586
2.0852,1.5549
2.0860,1.5586
2.0869,1.5586
2.0877,1.5549
2.0885,1.5586
2.0893,1.5549
2.0901,1.5586
2.0909,1.5512
2.0918,1.5586
2.0926,1.5586
2.0934,1.5549
2.0942,1.5586
2.0951,1.5586
2.0959,1.5586
2.0967,1.5586
2.0975,1.5549
2.0983,1.5586
2.0991,1.5549
2.1000,1.5623
2.1008,1.5586
2.1016,1.5586
2.1025,1.5623
2.1033,1.5549
2.1041,1.5586
2.1049,1.5586
2.1057,1.5586
2.1065,1.5586
2.1073,1.5586
2.1082,1.5586
2.1090,1.5512
2.1098,1.5586
2.1107,1.5586
2.1115,1.5549
2.1123,1.5586
2.1131,1.5586
2.1140,1.5586
2.1148,1.5512
2.1156,1.5549
2.1164,1.5586
2.1172,1.5586
2.1180,1.5586
2.1189,1.5512
2.1197,1.5512
2.1205,1.5512
2.1213,1.5512
2.1221,1.5623
2.1230,1.5549
2.1238,1.5586
2.1246,1.5549
2.1254,1.5586
2.1263,1.5549
2.1271,1.5586
2.1279,1.5549
2.1287,1.5512
2.1296,1.5549
2.1304,1.5549
2.1313,1.5586
2.1321,1.5512
2.1329,1.5586
2.1337,1.5586
2.1345,1.5512
2.1354,1.5549
2.1362,1.5586
2.1370,1.5586
2.1379,1.5512
2.1387,1.5586
2.1396,1.5549
2.1404,1.5623
2.1413,1.5512
2.1421,1.5586
2.1429,1.5512
2.1438,1.5512
2.1446,1.5586
2.1454,1.5549
2.1462,1.5586
2.1471,1.5512
2.1479,1.5549
2.1488,1.5512
2.1497,1.5623
2.1505,1.5586
2.1515,1.5512
2.1524,1.5586
2.1534,1.5586
2.1546,1.5586
2.1556,1.5586
2.1566,1.5586
2.1575,1.5512
2.1584,1.5623
2.1594,1.5586
2.1604,1.5586
2.1613,1.5512
2.1621,1.5623
2.1629,1.5512
2.1638,1.5586
2.1646,1.5586
2.1655,1.5586
2.1663,1.5586
2.1672,1.5586
2.1680,1.5586
2.1690,1.5549
2.1698,1.5623
2.1709,1.5586
2.1718,1.5512
2.1727,1.5512
2.1735,1.5623
2.1744,1.5586
2.1752,1.5512
2.1760,1.5586
2.1769,1.5623
2.1778,1.5586
2.1786,1.5512
2.1795,1.5586
2.1803,1.5586
2.1811,1.5549
2.1819,1.5623
2.1827,1.5586
2.1836,1.5512
2.1844,1.5586
2.1852,1.5512
2.1861,1.5475
2.1869,1.5549
2.1877,1.5586
2.1885,1.5586
2.1893,1.5586
2.1902,1.5512
2.1910,1.5586
2.1918,1.5586
2.1926,1.5586
2.1935,1.5586
2.1943,1.5512
2.1951,1.5623
2.1959,1.5586
2.1968,1.5586
2.1976,1.5549
