Время[с],Напряжение[В]
19.9887,0.7867
19.9901,0.7830
19.9916,0.7867
19.9931,0.7830
19.9945,0.7867
19.9960,0.7793
19.9975,0.7867
19.9990,0.7867
20.0005,0.7830
20.0019,0.7793
20.0034,0.7867
20.0048,0.7867
20.0063,0.7830
20.0078,0.7867
20.0092,0.7904
20.0107,0.7867
20.0122,0.7830
20.0137,0.7867
20.0151,0.7830
20.0166,0.7830
20.0181,0.7830
20.0197,0.7867
20.0214,0.7830
20.0231,0.7867
20.0247,0.7867
20.0263,0.7830
20.0282,0.7830
20.0300,0.7867
20.0315,0.7867
20.0331,0.7793
20.0349,0.7830
20.0370,0.7830
20.0390,0.7867
20.0406,0.7830
20.0421,0.7867
20.0436,0.7904
20.0451,0.7830
20.0467,0.7867
20.0482,0.7867
20.0497,0.7867
20.0512,0.7867
20.0527,0.7867
20.0542,0.7867
20.0557,0.7867
20.0572,0.7904
20.0587,0.7867
20.0602,0.7830
20.0617,0.7867
20.0632,0.7867
20.0647,0.7867
20.0662,0.7830
20.0677,0.7793
20.0692,0.7830
20.0707,0.7867
20.0722,0.7867
20.0736,0.7867
20.0752,0.7867
20.0768,0.7867
20.0782,0.7830
20.0798,0.7830
20.0813,0.7867
20.0828,0.7904
20.0843,0.7867
20.0858,0.7867
20.0873,0.7867
20.0889,0.7867
20.0904,0.7867
20.0918,0.7867
20.0933,0.7867
20.0949,0.7793
20.0964,0.7867
20.0980,0.7830
20.0996,0.7830
20.1011,0.7867
20.1028,0.7867
20.1044,0.7830
20.1060,0.7867
20.1076,0.7830
20.1091,0.7867
20.1106,0.7793
20.1121,0.7830
20.1135,0.7830
20.1149,0.7830
20.1164,0.7867
20.1178,0.7830
20.1193,0.7867
20.1207,0.7830
20.1222,0.7867
20.1238,0.7830
20.1253,0.7830
20.1269,0.7830
20.1283,0.7830
20.1298,0.7830
20.1312,0.7830
20.1327,0.7830
20.1342,0.7793
20.1357,0.7793
20.1372,0.7830
20.1387,0.7830
20.1401,0.7830
20.1416,0.7830
20.1430,0.7830
20.1445,0.7830
20.1460,0.7830
20.1475,0.7793
20.1490,0.7830
20.1504,0.7830
20.1519,0.7830
20.1535,0.7830
20.1549,0.7793
20.1564,0.7793
20.1581,0.7793
20.1598,0.7830
20.1615,0.7867
20.1632,0.7830
20.1648,0.7793
20.1666,0.7793
20.1685,0.7793
20.1701,0.7830
20.1716,0.7793
20.1733,0.7793
20.1757,0.7756
20.1773,0.7756
20.1794,0.7793
20.1810,0.7756
20.1826,0.7830
20.1840,0.7793
20.1856,0.7793
20.1871,0.7830
20.1886,0.7793
20.1901,0.7793
20.1917,0.7793
20.1932,0.7793
20.1948,0.7793
20.1964,0.7793
20.1979,0.7793
20.1993,0.7793
20.2008,0.7793
20.2023,0.7756
20.2039,0.7719
20.2053,0.7793
20.2070,0.7756
20.2085,0.7793
20.2100,0.7719
20.2115,0.7756
20.2130,0.7756
20.2145,0.7719
20.2161,0.7756
20.2176,0.7793
20.2193,0.7756
20.2211,0.7793
20.2227,0.7756
20.2243,0.7756
20.2260,0.7756
20.2276,0.7756
20.2292,0.7719
20.2307,0.7756
20.2322,0.7756
20.2338,0.7793
20.2352,0.7719
20.2368,0.7793
20.2381,0.7756
20.2395,0.7719
20.2410,0.7793
20.2424,0.7756
20.2439,0.7719
20.2454,0.7719
20.2469,0.7719
20.2483,0.7756
20.2497,0.7756
20.2512,0.7756
20.2526,0.7756
20.2541,0.7719
20.2556,0.7719
20.2571,0.7793
20.2586,0.7719
20.2601,0.7719
20.2616,0.7756
20.2630,0.7756
20.2644,0.7719
20.2659,0.7756
20.2674,0.7719
20.2689,0.7756
20.2704,0.7719
20.2721,0.7756
20.2738,0.7793
20.2755,0.7719
20.2771,0.7719
20.2789,0.7793
20.2807,0.7756
20.2822,0.7719
20.2837,0.7719
20.2854,0.7756
20.2877,0.7756
20.2899,0.7756
20.2915,0.7719
20.2930,0.7756
20.2945,0.7719
20.2961,0.7756
20.2976,0.7719
20.2993,0.7756
20.3008,0.7719
20.3023,0.7719
20.3038,0.7719
20.3054,0.7756
20.3070,0.7719
20.3085,0.7682
20.3101,0.7719
20.3116,0.7719
20.3131,0.7682
20.3147,0.7719
20.3162,0.7719
20.3178,0.7756
20.3193,0.7719
20.3209,0.7719
20.3225,0.7719
20.3241,0.7719
20.3256,0.7719
20.3273,0.7719
20.3291,0.7719
20.3307,0.7756
20.3323,0.7756
20.3339,0.7719
20.3355,0.7682
20.3370,0.7682
20.3386,0.7682
20.3401,0.7719
20.3416,0.7719
20.3430,0.7682
20.3445,0.7719
20.3464,0.7719
20.3479,0.7719
20.3507,0.7682
20.3535,0.7682
20.3549,0.7719
20.3563,0.7719
20.3578,0.7719
20.3593,0.7682
20.3608,0.7719
20.3623,0.7682
20.3638,0.7682
20.3653,0.7719
20.3669,0.7719
20.3685,0.7719
20.3700,0.7756
20.3714,0.7719
20.3729,0.7682
20.3744,0.7756
20.3758,0.7719
20.3773,0.7719
20.3788,0.7719
20.3803,0.7719
20.3818,0.7756
20.3833,0.7719
20.3850,0.7682
20.3867,0.7682
20.3883,0.7719
20.3899,0.7682
20.3914,0.7682
20.3930,0.7682
20.3948,0.7682
20.3966,0.7682
20.3985,0.7682
20.4001,0.7719
20.4016,0.7682
20.4034,0.7719
20.4050,0.7682
20.4068,0.7719
20.4084,0.7682
20.4101,0.7719
20.4123,0.7719
20.4145,0.7719
20.4160,0.7719
20.4176,0.7719
20.4191,0.7682
20.4211,0.7719
20.4230,0.7719
20.4246,0.7682
20.4262,0.7682
20.4277,0.7682
20.4292,0.7719
20.4308,0.7682
20.4325,0.7682
20.4342,0.7682
20.4360,0.7682
20.4376,0.7719
20.4391,0.7682
20.4407,0.7682
20.4422,0.7719
20.4438,0.7682
20.4453,0.7682
20.4508,0.7719
20.4523,0.7682
20.4537,0.7682
20.4551,0.7645
20.4566,0.7682
20.4581,0.7682
20.4595,0.7682
20.4609,0.7719
20.4624,0.7719
20.4639,0.7682
20.4653,0.7682
20.4669,0.7682
20.4684,0.7682
20.4698,0.7682
20.4714,0.7682
20.4729,0.7682
20.4743,0.7682
20.4758,0.7645
20.4773,0.7682
20.4787,0.7719
20.4803,0.7682
20.4818,0.7682
20.4832,0.7719
20.4847,0.7682
20.4864,0.7719
20.4881,0.7682
20.4896,0.7682
20.4912,0.7682
20.4929,0.7682
20.4948,0.7682
20.4964,0.7645
20.4979,0.7682
20.4997,0.7682
20.5019,0.7645
20.5045,0.7645
20.5062,0.7719
20.5080,0.7682
20.5098,0.7645
20.5113,0.7682
20.5128,0.7682
20.5143,0.7645
20.5158,0.7682
20.5173,0.7645
20.5189,0.7682
20.5206,0.7682
20.5223,0.7682
20.5245,0.7645
20.5261,0.7682
20.5276,0.7682
20.5291,0.7682
20.5305,0.7682
20.5319,0.7682
20.5333,0.7645
20.5348,0.7645
20.5364,0.7682
20.5378,0.7682
20.5393,0.7607
20.5409,0.7682
20.5425,0.7682
20.5440,0.7645
20.5454,0.7682
20.5470,0.7682
20.5484,0.7682
20.5499,0.7607
20.5514,0.7682
20.5529,0.7682
20.5544,0.7645
20.5559,0.7682
20.5576,0.7682
20.5592,0.7682
20.5606,0.7645
20.5621,0.7682
20.5635,0.7607
20.5650,0.7645
20.5666,0.7682
20.5681,0.7682
20.5696,0.7645
20.5711,0.7645
20.5725,0.7645
20.5742,0.7645
20.5758,0.7645
20.5773,0.7645
20.5790,0.7682
20.5807,0.7682
20.5836,0.7645
20.5853,0.7645
20.5871,0.7682
20.5887,0.7719
20.5903,0.7645
20.5923,0.7645
20.5946,0.7645
20.5974,0.7682
20.5990,0.7645
20.6005,0.7645
20.6020,0.7645
20.6036,0.7682
20.6051,0.7645
20.6067,0.7645
20.6084,0.7682
20.6101,0.7607
20.6116,0.7645
20.6131,0.7645
20.6146,0.7682
20.6161,0.7645
20.6176,0.7607
20.6190,0.7645
20.6205,0.7645
20.6219,0.7682
20.6235,0.7645
20.6251,0.7682
20.6267,0.7645
20.6282,0.7607
20.6297,0.7682
20.6312,0.7645
20.6327,0.7682
20.6341,0.7682
20.6357,0.7645
20.6373,0.7645
20.6388,0.7645
20.6404,0.7682
20.6421,0.7682
20.6438,0.7607
20.6455,0.7682
20.6474,0.7645
20.6489,0.7645
20.6504,0.7682
20.6519,0.7645
20.6534,0.7607
20.6548,0.7645
20.6562,0.7645
20.6577,0.7682
20.6592,0.7645
20.6607,0.7645
20.6622,0.7607
20.6637,0.7645
20.6651,0.7645
20.6667,0.7682
20.6681,0.7645
20.6696,0.7645
20.6711,0.7645
20.6726,0.7607
20.6742,0.7645
20.6760,0.7570
20.6776,0.7645
20.6792,0.7645
20.6808,0.7570
20.6823,0.7682
20.6838,0.7607
20.6854,0.7607
20.6871,0.7645
20.6886,0.7645
20.6901,0.7607
20.6917,0.7645
20.6932,0.7645
20.6948,0.7645
20.6966,0.7645
20.6981,0.7645
20.6995,0.7570
20.7012,0.7645
20.7028,0.7645
20.7042,0.7645
20.7067,0.7645
20.7082,0.7645
20.7099,0.7645
20.7115,0.7645
20.7131,0.7645
20.7146,0.7607
20.7164,0.7645
20.7183,0.7570
20.7200,0.7607
20.7215,0.7645
20.7232,0.7645
20.7255,0.7645
20.7272,0.7607
20.7293,0.7607
20.7310,0.7645
20.7326,0.7570
20.7342,0.7645
20.7358,0.7645
20.7375,0.7607
20.7391,0.7645
20.7406,0.7645
20.7421,0.7645
20.7436,0.7607
20.7452,0.7607
20.7467,0.7645
20.7482,0.7607
20.7497,0.7645
20.7512,0.7645
20.7529,0.7607
20.7547,0.7645
20.7564,0.7607
20.7580,0.7645
20.7595,0.7607
20.7611,0.7645
20.7626,0.7645
20.7641,0.7607
20.7693,0.7607
20.7708,0.7645
20.7723,0.7607
20.7738,0.7607
20.7753,0.7645
20.7768,0.7645
20.7783,0.7645
20.7799,0.7607
20.7813,0.7607
20.7828,0.7607
20.7844,0.7645
20.7860,0.7607
20.7874,0.7682
20.7889,0.7607
20.7904,0.7607
20.7919,0.7645
20.7934,0.7607
20.7949,0.7607
20.7964,0.7570
20.7979,0.7607
20.7995,0.7645
20.8010,0.7570
20.8025,0.7607
20.8040,0.7607
20.8056,0.7570
20.8072,0.7607
20.8087,0.7645
20.8102,0.7645
20.8117,0.7570
20.8135,0.7607
20.8152,0.7607
20.8168,0.7607
20.8184,0.7607
20.8201,0.7607
20.8220,0.7607
20.8238,0.7607
20.8253,0.7607
20.8270,0.7570
20.8287,0.7607
20.8303,0.7645
20.8321,0.7645
20.8350,0.7607
20.8368,0.7570
20.8385,0.7607
20.8400,0.7607
20.8416,0.7607
20.8433,0.7607
20.8449,0.7645
20.8465,0.7645
20.8481,0.7570
20.8497,0.7607
20.8515,0.7607
20.8532,0.7645
20.8548,0.7607
20.8566,0.7607
20.8582,0.7645
20.8598,0.7682
20.8614,0.7682
20.8630,0.7607
20.8645,0.7645
20.8661,0.7645
20.8677,0.7645
20.8691,0.7682
20.8705,0.7682
20.8720,0.7682
20.8734,0.7645
20.8749,0.7719
20.8764,0.7719
20.8815,0.7756
20.8831,0.7719
20.8845,0.7719
20.8860,0.7756
20.8876,0.7719
20.8891,0.7756
20.8907,0.7756
20.8922,0.7756
20.8938,0.7719
20.8952,0.7756
20.8968,0.7793
20.8983,0.7830
20.8998,0.7793
20.9013,0.7830
20.9027,0.7793
20.9043,0.7793
20.9058,0.7830
20.9073,0.7830
20.9088,0.7793
20.9104,0.7830
20.9119,0.7793
20.9134,0.7830
20.9149,0.7793
20.9168,0.7793
20.9184,0.7830
20.9200,0.7830
20.9259,0.7830
20.9275,0.7867
20.9292,0.7830
20.9308,0.7830
20.9323,0.7867
20.9339,0.7830
20.9354,0.7830
20.9370,0.7830
20.9385,0.7830
20.9401,0.7867
20.9418,0.7830
20.9434,0.7867
20.9452,0.7867
20.9468,0.7830
20.9484,0.7867
20.9501,0.7867
20.9517,0.7867
20.9534,0.7904
20.9556,0.7867
20.9577,0.7867
20.9595,0.7867
20.9613,0.7904
20.9632,0.7830
20.9657,0.7830
20.9673,0.7830
20.9688,0.7867
20.9704,0.7830
20.9720,0.7904
20.9734,0.7867
20.9749,0.7867
20.9764,0.7867
20.9778,0.7830
20.9794,0.7867
20.9809,0.7830
20.9823,0.7867
20.9838,0.7867
20.9853,0.7867
20.9869,0.7867
20.9884,0.7904
20.9899,0.7830
20.9915,0.7904
20.9929,0.7867
20.9944,0.7867
20.9961,0.7867
20.9977,0.7830
20.9993,0.7830
21.0008,0.7830
21.0024,0.7830
21.0039,0.7830
21.0055,0.7867
21.0071,0.7830
21.0087,0.7830
21.0102,0.7793
21.0117,0.7830
21.0133,0.7793
21.0150,0.7830
21.0168,0.7830
21.0183,0.7830
21.0199,0.7830
21.0215,0.7867
21.0232,0.7867
21.0251,0.7830
21.0269,0.7830
21.0285,0.7830
21.0302,0.7867
21.0322,0.7867
21.0344,0.7867
21.0363,0.7830
21.0378,0.7830
21.0394,0.7867
21.0409,0.7830
21.0425,0.7867
21.0441,0.7830
21.0456,0.7830
21.0471,0.7867
21.0487,0.7830
21.0501,0.7830
21.0516,0.7867
21.0532,0.7793
21.0548,0.7830
21.0564,0.7793
21.0579,0.7793
21.0594,0.7830
21.0610,0.7830
21.0625,0.7830
21.0641,0.7830
21.0658,0.7830
21.0676,0.7830
21.0692,0.7793
21.0708,0.7830
21.0724,0.7793
21.0739,0.7830
21.0789,0.7756
21.0804,0.7793
21.0819,0.7793
21.0835,0.7793
21.0850,0.7793
21.0865,0.7793
21.0881,0.7793
21.0897,0.7756
21.0911,0.7793
21.0927,0.7830
21.0942,0.7756
21.0957,0.7793
21.0973,0.7793
21.0988,0.7793
21.1003,0.7756
21.1019,0.7719
21.1034,0.7830
21.1049,0.7756
21.1065,0.7719
21.1081,0.7719
21.1096,0.7793
21.1111,0.7756
21.1127,0.7756
21.1145,0.7793
21.1162,0.7793
21.1179,0.7719
21.1195,0.7793
21.1213,0.7756
21.1232,0.7756
21.1247,0.7756
21.1262,0.7793
21.1279,0.7756
21.1297,0.7756
21.1318,0.7719
21.1335,0.7756
21.1350,0.7719
21.1367,0.7756
21.1382,0.7756
21.1396,0.7756
21.1412,0.7793
21.1427,0.7756
21.1443,0.7756
21.1458,0.7719
21.1473,0.7719
21.1488,0.7719
21.1503,0.7756
21.1519,0.7756
21.1534,0.7756
21.1549,0.7719
21.1565,0.7756
21.1581,0.7719
21.1598,0.7756
21.1617,0.7719
21.1632,0.7756
21.1648,0.7719
21.1665,0.7719
21.1680,0.7719
21.1696,0.7682
21.1712,0.7719
21.1758,0.7719
21.1772,0.7756
21.1787,0.7719
21.1802,0.7793
21.1817,0.7719
21.1833,0.7756
21.1848,0.7719
21.1864,0.7793
21.1880,0.7756
21.1895,0.7756
21.1911,0.7793
21.1926,0.7719
21.1940,0.7756
21.1956,0.7756
21.1971,0.7756
21.1986,0.7719
21.2002,0.7719
21.2017,0.7719
21.2032,0.7756
21.2047,0.7756
21.2063,0.7756
21.2078,0.7719
21.2096,0.7719
21.2113,0.7793
21.2129,0.7756
21.2145,0.7756
21.2161,0.7756
21.2177,0.7719
21.2195,0.7793
21.2213,0.7793
21.2229,0.7719
21.2245,0.7756
21.2264,0.7719
21.2284,0.7756
21.2309,0.7756
21.2326,0.7756
21.2341,0.7756
21.2357,0.7756
21.2373,0.7756
21.2387,0.7756
21.2403,0.7719
21.2418,0.7756
21.2434,0.7756
21.2450,0.7756
21.2465,0.7756
21.2481,0.7756
21.2498,0.7756
21.2516,0.7756
21.2533,0.7793
21.2548,0.7756
21.2615,0.7756
21.2630,0.7756
21.2646,0.7756
21.2661,0.7756
21.2676,0.7793
21.2691,0.7719
21.2706,0.7756
21.2722,0.7719
21.2737,0.7719
21.2752,0.7719
21.2768,0.7756
21.2783,0.7756
21.2798,0.7756
21.2813,0.7719
21.2828,0.7719
21.2843,0.7719
21.2859,0.7719
21.2874,0.7756
21.2889,0.7756
21.2905,0.7756
21.2920,0.7682
21.2936,0.7719
21.2952,0.7756
21.2970,0.7756
21.2986,0.7756
21.3002,0.7682
21.3018,0.7719
21.3036,0.7682
21.3054,0.7719
21.3071,0.7719
21.3088,0.7756
21.3105,0.7719
21.3125,0.7756
21.3146,0.7719
21.3163,0.7719
21.3179,0.7719
21.3195,0.7682
21.3210,0.7756
21.3225,0.7719
21.3241,0.7682
21.3257,0.7719
21.3273,0.7719
21.3288,0.7719
21.3304,0.7719
21.3320,0.7719
21.3335,0.7719
21.3350,0.7719
21.3366,0.7719
21.3381,0.7645
21.3396,0.7756
21.3411,0.7719
21.3427,0.7682
21.3442,0.7719
21.3457,0.7719
21.3473,0.7682
21.3488,0.7645
21.3503,0.7682
21.3519,0.7719
21.3534,0.7682
21.3549,0.7645
21.3564,0.7645
21.3579,0.7682
21.3595,0.7682
21.3611,0.7682
21.3627,0.7682
21.3645,0.7682
21.3662,0.7682
21.3679,0.7645
21.3695,0.7682
21.3711,0.7645
21.3726,0.7645
21.3742,0.7719
21.3758,0.7682
21.3772,0.7645
21.3788,0.7682
21.3803,0.7682
21.3817,0.7682
21.3832,0.7682
21.3846,0.7645
21.3862,0.7607
21.3877,0.7682
21.3892,0.7682
21.3907,0.7645
21.3922,0.7682
21.3937,0.7682
21.3952,0.7682
21.3968,0.7682
21.3983,0.7682
21.3998,0.7645
21.4013,0.7645
21.4028,0.7645
21.4043,0.7645
21.4059,0.7645
21.4074,0.7682
21.4088,0.7645
21.4103,0.7645
21.4118,0.7682
21.4133,0.7570
21.4148,0.7682
21.4164,0.7645
21.4179,0.7645
21.4194,0.7645
21.4213,0.7607
21.4230,0.7645
21.4247,0.7645
21.4264,0.7645
21.4282,0.7607
21.4301,0.7645
21.4321,0.7645
21.4341,0.7645
21.4358,0.7645
21.4374,0.7645
21.4391,0.7645
21.4409,0.7607
21.4426,0.7682
21.4443,0.7607
21.4463,0.7645
21.4483,0.7607
21.4504,0.7607
21.4520,0.7645
21.4540,0.7607
21.4561,0.7682
21.4578,0.7645
21.4594,0.7645
21.4609,0.7607
21.4623,0.7607
21.4673,0.7645
21.4688,0.7645
21.4703,0.7570
21.4718,0.7570
21.4733,0.7645
21.4750,0.7607
21.4767,0.7645
21.4782,0.7570
21.4799,0.7607
21.4814,0.7607
21.4831,0.7570
21.4847,0.7645
21.4862,0.7607
21.4878,0.7607
21.4894,0.7607
21.4913,0.7570
21.4928,0.7607
21.4944,0.7645
21.4960,0.7570
21.4975,0.7607
21.4991,0.7607
21.5007,0.7570
21.5022,0.7607
21.5037,0.7607
21.5053,0.7607
21.5069,0.7570
21.5085,0.7570
21.5101,0.7570
21.5116,0.7607
21.5132,0.7570
21.5147,0.7645
21.5164,0.7607
21.5179,0.7607
21.5194,0.7570
21.5209,0.7570
21.5224,0.7607
21.5240,0.7570
21.5256,0.7607
21.5272,0.7607
21.5288,0.7570
21.5304,0.7570
21.5319,0.7607
21.5335,0.7607
21.5349,0.7570
21.5365,0.7570
21.5381,0.7607
21.5396,0.7607
21.5413,0.7607
21.5429,0.7570
21.5444,0.7607
21.5459,0.7607
21.5474,0.7607
21.5489,0.7570
21.5505,0.7533
21.5520,0.7607
21.5535,0.7570
21.5550,0.7607
21.5566,0.7607
21.5582,0.7607
21.5598,0.7570
21.5614,0.7570
21.5630,0.7570
21.5645,0.7607
21.5661,0.7607
21.5677,0.7607
21.5692,0.7570
21.5708,0.7607
21.5724,0.7570
21.5740,0.7607
21.5756,0.7570
21.5772,0.7570
21.5787,0.7607
21.5803,0.7533
21.5818,0.7607
21.5834,0.7570
21.5849,0.7607
21.5865,0.7607
21.5880,0.7570
21.5895,0.7533
21.5910,0.7570
21.5925,0.7533
21.5940,0.7570
21.5956,0.7570
21.5972,0.7533
21.5987,0.7570
21.6002,0.7570
21.6018,0.7570
21.6033,0.7607
21.6048,0.7570
21.6064,0.7607
21.6080,0.7570
21.6095,0.7607
21.6110,0.7570
21.6125,0.7570
21.6141,0.7570
21.6157,0.7607
21.6172,0.7570
21.6188,0.7533
21.6203,0.7570
21.6219,0.7570
21.6234,0.7533
21.6249,0.7533
21.6265,0.7570
21.6280,0.7607
21.6295,0.7533
21.6310,0.7570
21.6325,0.7570
21.6340,0.7607
21.6356,0.7570
21.6371,0.7607
21.6386,0.7607
21.6401,0.7570
21.6417,0.7607
21.6432,0.7570
21.6447,0.7570
21.6463,0.7570
21.6479,0.7570
21.6495,0.7607
21.6512,0.7533
21.6529,0.7570
21.6546,0.7533
21.6581,0.7570
21.6598,0.7533
21.6614,0.7607
21.6629,0.7570
21.6645,0.7533
21.6660,0.7533
21.6676,0.7570
21.6692,0.7533
21.6709,0.7570
21.6729,0.7607
21.6749,0.7607
21.6767,0.7533
21.6786,0.7607
21.6802,0.7570
21.6817,0.7533
21.6832,0.7533
21.6847,0.7570
21.6863,0.7607
21.6878,0.7570
21.6894,0.7570
21.6909,0.7570
21.6925,0.7570
21.6939,0.7570
21.6955,0.7533
21.6971,0.7570
21.6987,0.7570
21.7002,0.7570
21.7017,0.7533
21.7032,0.7533
21.7048,0.7570
21.7064,0.7570
21.7080,0.7533
21.7095,0.7533
21.7111,0.7570
21.7126,0.7533
21.7141,0.7533
21.7156,0.7570
21.7172,0.7570
21.7187,0.7533
21.7202,0.7570
21.7218,0.7570
21.7233,0.7570
21.7248,0.7570
21.7264,0.7570
21.7280,0.7570
21.7296,0.7570
21.7311,0.7533
21.7326,0.7533
21.7342,0.7570
21.7358,0.7570
21.7373,0.7533
21.7389,0.7533
21.7405,0.7496
21.7420,0.7570
21.7436,0.7570
21.7451,0.7570
21.7466,0.7533
21.7482,0.7570
21.7497,0.7533
21.7513,0.7533
21.7528,0.7533
21.7544,0.7570
21.7559,0.7533
21.7575,0.7533
21.7590,0.7533
21.7606,0.7570
21.7620,0.7570
21.7637,0.7533
21.7652,0.7496
21.7668,0.7570
21.7683,0.7570
21.7699,0.7533
21.7714,0.7533
21.7730,0.7533
21.7745,0.7570
21.7799,0.7533
21.7815,0.7496
21.7831,0.7533
21.7847,0.7533
21.7862,0.7533
21.7878,0.7533
21.7894,0.7570
21.7909,0.7533
21.7925,0.7533
21.7941,0.7533
21.7956,0.7533
21.7972,0.7570
21.7988,0.7533
21.8003,0.7570
21.8019,0.7533
21.8034,0.7496
21.8050,0.7496
21.8066,0.7533
21.8081,0.7496
21.8097,0.7533
21.8113,0.7533
21.8128,0.7533
21.8144,0.7533
21.8160,0.7570
21.8175,0.7496
21.8191,0.7496
21.8206,0.7459
21.8222,0.7496
21.8278,0.7533
21.8293,0.7533
21.8309,0.7533
21.8324,0.7533
21.8340,0.7533
21.8356,0.7533
21.8372,0.7533
21.8388,0.7533
21.8404,0.7533
21.8419,0.7533
21.8435,0.7533
21.8450,0.7496
21.8467,0.7533
21.8482,0.7496
21.8498,0.7496
21.8514,0.7533
21.8530,0.7533
21.8545,0.7533
21.8561,0.7570
21.8576,0.7533
21.8592,0.7533
21.8607,0.7496
21.8623,0.7496
21.8638,0.7496
21.8653,0.7533
21.8668,0.7533
21.8684,0.7496
21.8699,0.7570
21.8715,0.7533
21.8729,0.7533
21.8745,0.7533
21.8760,0.7496
21.8775,0.7533
21.8790,0.7496
21.8806,0.7533
21.8821,0.7496
21.8840,0.7496
21.8857,0.7533
21.8873,0.7533
21.8889,0.7533
21.8909,0.7496
21.8926,0.7533
21.8941,0.7533
21.8973,0.7496
21.8991,0.7533
21.9012,0.7533
21.9032,0.7533
21.9048,0.7496
21.9064,0.7496
21.9082,0.7496
21.9099,0.7496
21.9114,0.7533
21.9129,0.7459
21.9144,0.7459
21.9160,0.7496
21.9175,0.7533
21.9190,0.7496
21.9208,0.7496
21.9224,0.7496
21.9239,0.7496
21.9257,0.7533
21.9272,0.7533
21.9287,0.7496
21.9303,0.7533
21.9319,0.7533
21.9334,0.7533
21.9350,0.7533
21.9366,0.7496
21.9382,0.7533
21.9397,0.7533
21.9413,0.7496
21.9429,0.7496
21.9446,0.7533
21.9462,0.7496
21.9479,0.7496
21.9496,0.7496
21.9512,0.7533
21.9528,0.7533
21.9545,0.7496
21.9561,0.7533
21.9580,0.7496
21.9595,0.7496
21.9611,0.7533
21.9627,0.7459
21.9643,0.7496
21.9661,0.7496
21.9680,0.7533
21.9695,0.7459
21.9711,0.7533
21.9727,0.7496
21.9742,0.7496
21.9758,0.7496
21.9775,0.7496
21.9792,0.7496
21.9808,0.7533
21.9825,0.7496
21.9841,0.7496
21.9858,0.7496
21.9875,0.7496
21.9891,0.7533
21.9909,0.7496
21.9926,0.7533
21.9941,0.7533
21.9957,0.7533
21.9974,0.7533
21.9994,0.7570
22.0010,0.7533
22.0027,0.7496
22.0042,0.7533
22.0059,0.7570
22.0074,0.7533
22.0091,0.7570
22.0107,0.7533
22.0122,0.7570
22.0138,0.7570
22.0154,0.7570
22.0170,0.7570
22.0186,0.7607
22.0202,0.7645
22.0218,0.7570
22.0233,0.7607
22.0250,0.7607
22.0266,0.7607
22.0281,0.7645
22.0296,0.7607
22.0311,0.7645
22.0327,0.7607
22.0342,0.7645
22.0358,0.7645
22.0373,0.7645
22.0388,0.7682
22.0403,0.7682
22.0419,0.7682
22.0435,0.7719
22.0450,0.7645
22.0466,0.7682
22.0481,0.7682
22.0496,0.7682
22.0512,0.7682
22.0527,0.7719
22.0543,0.7682
22.0562,0.7719
22.0578,0.7682
22.0594,0.7719
22.0610,0.7756
22.0625,0.7719
22.0641,0.7719
22.0657,0.7719
22.0672,0.7719
22.0687,0.7756
22.0703,0.7719
22.0719,0.7719
22.0735,0.7719
22.0751,0.7682
22.0767,0.7756
22.0783,0.7719
22.0798,0.7719
22.0815,0.7719
22.0832,0.7719
22.0849,0.7756
22.0866,0.7756
22.0882,0.7756
22.0897,0.7756
22.0913,0.7719
22.0928,0.7719
22.0945,0.7719
22.0961,0.7719
22.0977,0.7719
22.0993,0.7756
22.1009,0.7756
22.1024,0.7756
22.1039,0.7719
22.1055,0.7719
22.1072,0.7719
22.1088,0.7756
22.1109,0.7756
22.1127,0.7719
22.1148,0.7719
22.1167,0.7756
22.1183,0.7719
22.1199,0.7719
22.1214,0.7756
22.1230,0.7719
22.1245,0.7793
22.1261,0.7719
22.1276,0.7719
22.1291,0.7719
22.1307,0.7756
22.1322,0.7719
22.1337,0.7756
22.1352,0.7719
22.1369,0.7793
22.1385,0.7793
22.1400,0.7719
22.1416,0.7719
22.1432,0.7719
22.1448,0.7719
22.1464,0.7756
22.1479,0.7719
22.1496,0.7756
22.1511,0.7719
22.1526,0.7682
22.1541,0.7719
22.1556,0.7719
22.1571,0.7756
22.1587,0.7719
22.1603,0.7719
22.1618,0.7682
22.1633,0.7719
22.1649,0.7719
22.1664,0.7719
22.1679,0.7719
22.1695,0.7756
22.1710,0.7682
22.1724,0.7719
22.1741,0.7682
22.1757,0.7719
22.1773,0.7719
22.1788,0.7682
22.1803,0.7719
22.1818,0.7719
22.1833,0.7682
22.1848,0.7719
22.1864,0.7719
22.1881,0.7719
22.1897,0.7719
22.1915,0.7719
22.1934,0.7719
22.1951,0.7682
22.1968,0.7719
22.1984,0.7682
22.2000,0.7682
22.2015,0.7645
22.2030,0.7682
22.2046,0.7682
22.2098,0.7682
22.2113,0.7645
22.2128,0.7645
22.2144,0.7682
22.2159,0.7719
22.2174,0.7682
22.2189,0.7645
22.2204,0.7645
22.2219,0.7719
22.2235,0.7682
22.2251,0.7682
22.2266,0.7682
22.2283,0.7645
22.2298,0.7682
22.2314,0.7682
22.2330,0.7645
22.2345,0.7645
22.2361,0.7682
22.2377,0.7682
22.2393,0.7645
22.2408,0.7682
22.2424,0.7645
22.2439,0.7645
22.2455,0.7682
22.2471,0.7682
22.2487,0.7645
22.2502,0.7682
22.2520,0.7645
22.2537,0.7607
22.2554,0.7645
